F-At1,F-At2,F-At3,F-At4,F-At5,F-At6,F-At7,F-At8,F-At9,F-At10,F-At11,F-At12,F-At13,F-At14,F-At15,F-At16,A-Actual,Predicted,P-L8,P-L2,P-L1,P-L4,P-L6,P-L0,P-L5,P-L9,P-L7,P-L3,pred_nb,pred_3nn,pred2_nn
100.0,100.0,47.0,81.0,20.0,43.0,30.0,4.0,93.0,0.0,93.0,35.0,40.0,43.0,0.0,40.0,L6,L6,0.012,0.001,0.0,0.003,0.828,0.065,0.001,0.001,0.08900000000000001,0.0,L6,L6,L6
37.0,100.0,10.0,92.0,0.0,56.0,79.0,50.0,100.0,71.0,74.0,86.0,56.0,42.0,47.0,0.0,L4,L4,0.005,0.001,0.004,0.77,0.0,0.053,0.0,0.163,0.0,0.003,L4,L4,L4
62.0,100.0,46.0,92.0,0.0,71.0,19.0,57.0,94.0,51.0,100.0,47.0,60.0,24.0,35.0,0.0,L4,L4,0.001,0.005,0.005,0.9209999999999999,0.017,0.003,0.0,0.033,0.0,0.017,L4,L4,L4
65.0,100.0,0.0,96.0,24.0,75.0,79.0,93.0,91.0,68.0,100.0,31.0,69.0,0.0,2.0,1.0,L9,L3,0.0,0.063,0.0,0.42100000000000004,0.008,0.001,0.0,0.047,0.001,0.45899999999999996,L5,L9,L9
0.0,86.0,37.0,98.0,79.0,100.0,60.0,82.0,81.0,57.0,100.0,31.0,70.0,9.0,30.0,0.0,L3,L3,0.0,0.006999999999999999,0.002,0.02,0.001,0.001,0.0,0.0,0.003,0.966,L1,L3,L3
54.0,87.0,14.0,56.0,0.0,17.0,40.0,0.0,79.0,32.0,100.0,70.0,74.0,100.0,28.0,73.0,L0,L0,0.021,0.0,0.0,0.018000000000000002,0.009000000000000001,0.9279999999999999,0.019,0.001,0.003,0.0,L0,L0,L0
0.0,61.0,38.0,73.0,77.0,90.0,100.0,100.0,78.0,76.0,58.0,51.0,41.0,25.0,26.0,0.0,L1,L1,0.0,0.004,0.9109999999999999,0.013000000000000001,0.0,0.0,0.009000000000000001,0.001,0.002,0.059000000000000004,L1,L1,L1
5.0,79.0,32.0,48.0,32.0,7.0,0.0,0.0,31.0,37.0,78.0,68.0,100.0,100.0,41.0,77.0,L8,L0,0.003,0.0,0.0,0.002,0.006,0.8490000000000001,0.134,0.0,0.005,0.0,L8,L0,L0
18.0,70.0,49.0,100.0,47.0,86.0,36.0,40.0,4.0,7.0,0.0,0.0,50.0,4.0,100.0,9.0,L1,L2,0.003,0.846,0.106,0.0,0.003,0.0,0.009000000000000001,0.0,0.033,0.0,L2,L2,L2
71.0,85.0,40.0,100.0,43.0,59.0,46.0,18.0,4.0,0.0,0.0,33.0,56.0,48.0,100.0,69.0,L8,L8,0.589,0.32,0.0,0.0,0.018000000000000002,0.0,0.054000000000000006,0.0,0.019,0.0,L8,L2,L2
100.0,100.0,89.0,85.0,74.0,71.0,59.0,57.0,41.0,43.0,24.0,29.0,9.0,14.0,0.0,0.0,L1,L6,0.006,0.084,0.001,0.0,0.845,0.0,0.001,0.019,0.040999999999999995,0.003,L3,L5,L5
28.0,81.0,71.0,63.0,100.0,26.0,32.0,0.0,0.0,28.0,42.0,64.0,85.0,100.0,12.0,87.0,L8,L5,0.027999999999999997,0.001,0.0,0.0,0.003,0.054000000000000006,0.47700000000000004,0.0,0.43700000000000006,0.0,L8,L5,L8
100.0,100.0,66.0,81.0,23.0,62.0,0.0,40.0,66.0,34.0,93.0,44.0,68.0,22.0,59.0,0.0,L4,L6,0.005,0.316,0.0,0.035,0.604,0.0,0.0,0.039,0.001,0.0,L6,L9,L9
49.0,100.0,16.0,90.0,0.0,56.0,79.0,49.0,100.0,64.0,57.0,77.0,48.0,39.0,47.0,0.0,L4,L4,0.004,0.003,0.006,0.8420000000000001,0.001,0.021,0.001,0.121,0.0,0.003,L4,L4,L4
100.0,100.0,47.0,96.0,15.0,64.0,0.0,29.0,32.0,0.0,85.0,16.0,57.0,46.0,9.0,30.0,L6,L6,0.006,0.013999999999999999,0.0,0.001,0.9640000000000001,0.001,0.001,0.0,0.013000000000000001,0.0,L6,L6,L6
42.0,76.0,79.0,100.0,86.0,89.0,45.0,64.0,60.0,42.0,100.0,20.0,56.0,0.0,0.0,2.0,L5,L3,0.0,0.006999999999999999,0.002,0.001,0.01,0.0,0.0,0.015,0.039,0.925,L3,L3,L3
86.0,100.0,39.0,79.0,11.0,52.0,0.0,23.0,35.0,0.0,100.0,9.0,92.0,33.0,22.0,34.0,L6,L6,0.003,0.018000000000000002,0.0,0.005,0.96,0.003,0.001,0.0,0.008,0.003,L6,L6,L6
30.0,91.0,51.0,64.0,61.0,25.0,6.0,0.0,0.0,34.0,49.0,67.0,100.0,100.0,43.0,95.0,L8,L5,0.07400000000000001,0.0,0.0,0.0,0.009000000000000001,0.386,0.508,0.0,0.022000000000000002,0.0,L8,L5,L5
24.0,100.0,25.0,58.0,64.0,36.0,45.0,0.0,13.0,23.0,0.0,65.0,44.0,90.0,100.0,100.0,L5,L5,0.083,0.079,0.0,0.002,0.002,0.005,0.8079999999999999,0.0,0.021,0.0,L5,L5,L5
0.0,73.0,58.0,96.0,58.0,100.0,56.0,64.0,60.0,29.0,39.0,0.0,34.0,4.0,100.0,5.0,L1,L1,0.0,0.027999999999999997,0.934,0.006,0.0,0.0,0.004,0.001,0.017,0.01,L1,L1,L1
81.0,100.0,42.0,70.0,0.0,41.0,32.0,36.0,100.0,38.0,98.0,51.0,78.0,34.0,72.0,0.0,L4,L4,0.003,0.02,0.0,0.9109999999999999,0.017,0.006999999999999999,0.0,0.039,0.0,0.002,L4,L4,L4
14.0,96.0,0.0,62.0,53.0,40.0,65.0,0.0,26.0,3.0,17.0,54.0,33.0,97.0,100.0,100.0,L5,L5,0.06,0.03,0.0,0.002,0.001,0.013999999999999999,0.8640000000000001,0.0,0.028999999999999998,0.0,L8,L5,L5
0.0,82.0,24.0,100.0,54.0,99.0,50.0,61.0,34.0,27.0,41.0,0.0,71.0,6.0,100.0,17.0,L2,L2,0.0,0.8909999999999999,0.021,0.01,0.0,0.0,0.004,0.0,0.009000000000000001,0.065,L2,L1,L1
15.0,90.0,58.0,100.0,100.0,92.0,71.0,72.0,53.0,51.0,66.0,28.0,48.0,7.0,0.0,0.0,L3,L3,0.0,0.022000000000000002,0.002,0.002,0.001,0.0,0.0,0.0,0.027999999999999997,0.9440000000000001,L3,L3,L3
1.0,90.0,50.0,100.0,98.0,90.0,72.0,62.0,100.0,44.0,90.0,15.0,43.0,0.0,0.0,12.0,L3,L3,0.0,0.002,0.003,0.004,0.001,0.001,0.0,0.0,0.019,0.972,L3,L3,L3
2.0,85.0,43.0,100.0,66.0,79.0,54.0,52.0,100.0,39.0,97.0,13.0,51.0,2.0,0.0,0.0,L3,L3,0.0,0.001,0.013999999999999999,0.018000000000000002,0.001,0.002,0.001,0.0,0.008,0.956,L3,L3,L3
19.0,70.0,28.0,100.0,45.0,93.0,35.0,49.0,13.0,7.0,0.0,0.0,49.0,7.0,100.0,13.0,L1,L2,0.002,0.81,0.14800000000000002,0.001,0.002,0.0,0.013999999999999999,0.0,0.022000000000000002,0.001,L2,L1,L2
100.0,100.0,60.0,85.0,25.0,58.0,0.0,28.0,13.0,0.0,71.0,6.0,46.0,23.0,15.0,10.0,L6,L6,0.004,0.023,0.0,0.001,0.9590000000000001,0.001,0.001,0.0,0.01,0.0,L6,L6,L6
0.0,73.0,59.0,85.0,100.0,100.0,84.0,80.0,72.0,60.0,59.0,40.0,50.0,20.0,53.0,0.0,L1,L1,0.0,0.057999999999999996,0.883,0.004,0.0,0.0,0.006,0.0,0.006,0.042,L1,L1,L1
0.0,55.0,37.0,80.0,62.0,100.0,46.0,67.0,27.0,36.0,4.0,5.0,37.0,2.0,100.0,0.0,L1,L1,0.0,0.026000000000000002,0.9520000000000001,0.002,0.0,0.0,0.006,0.001,0.011000000000000001,0.002,L1,L1,L1
0.0,84.0,37.0,100.0,75.0,85.0,75.0,43.0,67.0,0.0,47.0,5.0,56.0,24.0,100.0,28.0,L7,L7,0.001,0.268,0.098,0.006999999999999999,0.0,0.0,0.024,0.0,0.493,0.10800000000000001,L8,L1,L2
72.0,100.0,49.0,96.0,0.0,73.0,4.0,56.0,86.0,48.0,100.0,48.0,53.0,25.0,23.0,0.0,L4,L4,0.001,0.006,0.003,0.863,0.10099999999999999,0.002,0.0,0.013999999999999999,0.0,0.009000000000000001,L4,L4,L4
53.0,93.0,0.0,64.0,51.0,34.0,53.0,0.0,18.0,17.0,0.0,54.0,16.0,88.0,100.0,100.0,L5,L5,0.253,0.17,0.0,0.003,0.006,0.002,0.5489999999999999,0.0,0.018000000000000002,0.0,L8,L5,L5
100.0,89.0,61.0,100.0,47.0,70.0,85.0,91.0,97.0,60.0,85.0,19.0,45.0,0.0,0.0,1.0,L9,L9,0.002,0.002,0.002,0.002,0.003,0.001,0.0,0.98,0.005,0.004,L3,L9,L9
0.0,89.0,44.0,66.0,63.0,30.0,36.0,0.0,34.0,34.0,68.0,67.0,100.0,100.0,53.0,95.0,L8,L0,0.026000000000000002,0.0,0.0,0.0,0.0,0.746,0.20199999999999999,0.0,0.025,0.0,L8,L5,L5
100.0,100.0,59.0,84.0,28.0,56.0,13.0,26.0,41.0,0.0,100.0,9.0,54.0,22.0,0.0,6.0,L6,L6,0.003,0.026000000000000002,0.0,0.003,0.9540000000000001,0.001,0.001,0.0,0.01,0.002,L6,L6,L6
19.0,84.0,1.0,43.0,26.0,0.0,85.0,1.0,100.0,46.0,74.0,90.0,16.0,100.0,0.0,58.0,L0,L0,0.008,0.0,0.0,0.005,0.002,0.941,0.03,0.0,0.013000000000000001,0.0,L0,L0,L0
100.0,100.0,44.0,78.0,15.0,52.0,9.0,26.0,29.0,0.0,100.0,12.0,79.0,37.0,0.0,42.0,L6,L6,0.005,0.015,0.0,0.001,0.96,0.003,0.001,0.0,0.013999999999999999,0.001,L6,L6,L6
0.0,100.0,34.0,97.0,55.0,66.0,57.0,32.0,40.0,0.0,15.0,22.0,46.0,36.0,100.0,42.0,L7,L2,0.013000000000000001,0.631,0.002,0.005,0.006,0.0,0.198,0.0,0.14400000000000002,0.0,L8,L2,L1
24.0,92.0,61.0,100.0,100.0,99.0,81.0,79.0,59.0,57.0,56.0,31.0,35.0,9.0,0.0,0.0,L3,L3,0.0,0.034,0.003,0.002,0.001,0.0,0.0,0.001,0.038,0.9209999999999999,L3,L3,L3
0.0,56.0,43.0,77.0,75.0,99.0,100.0,100.0,98.0,75.0,94.0,50.0,92.0,25.0,100.0,0.0,L1,L1,0.005,0.003,0.879,0.003,0.0,0.001,0.003,0.106,0.0,0.0,L1,L1,L1
0.0,88.0,55.0,100.0,85.0,79.0,21.0,55.0,22.0,48.0,100.0,39.0,73.0,13.0,1.0,0.0,L3,L3,0.0,0.009000000000000001,0.0,0.004,0.019,0.0,0.0,0.0,0.005,0.963,L1,L3,L3
14.0,69.0,39.0,100.0,53.0,71.0,35.0,33.0,0.0,8.0,28.0,12.0,72.0,0.0,100.0,26.0,L2,L2,0.002,0.9640000000000001,0.002,0.0,0.006999999999999999,0.0,0.01,0.0,0.015,0.001,L2,L2,L2
100.0,100.0,66.0,85.0,37.0,69.0,14.0,51.0,0.0,32.0,0.0,12.0,31.0,0.0,34.0,11.0,L6,L6,0.004,0.10400000000000001,0.0,0.0,0.883,0.0,0.0,0.001,0.008,0.0,L5,L6,L6
0.0,62.0,16.0,100.0,37.0,82.0,24.0,42.0,8.0,8.0,38.0,2.0,69.0,0.0,100.0,0.0,L2,L2,0.0,0.9329999999999999,0.021,0.006999999999999999,0.003,0.0,0.017,0.0,0.012,0.006999999999999999,L2,L2,L2
93.0,84.0,41.0,100.0,36.0,65.0,90.0,33.0,71.0,0.0,0.0,7.0,53.0,39.0,100.0,74.0,L8,L8,0.87,0.006,0.0,0.0,0.001,0.002,0.005,0.027000000000000003,0.08900000000000001,0.0,L8,L8,L8
0.0,66.0,23.0,73.0,63.0,90.0,100.0,100.0,81.0,75.0,63.0,50.0,44.0,25.0,31.0,0.0,L1,L1,0.0,0.006,0.721,0.096,0.0,0.001,0.011000000000000001,0.001,0.001,0.16399999999999998,L1,L3,L1
54.0,88.0,80.0,100.0,81.0,68.0,68.0,41.0,100.0,23.0,76.0,1.0,36.0,0.0,0.0,13.0,L3,L3,0.0,0.005,0.001,0.003,0.011000000000000001,0.0,0.0,0.002,0.198,0.78,L3,L3,L3
42.0,86.0,71.0,100.0,69.0,72.0,98.0,54.0,100.0,26.0,76.0,3.0,32.0,0.0,0.0,18.0,L3,L3,0.0,0.002,0.001,0.002,0.003,0.001,0.0,0.005,0.335,0.6509999999999999,L3,L3,L3
12.0,97.0,83.0,100.0,43.0,98.0,7.0,69.0,63.0,63.0,100.0,23.0,49.0,0.0,0.0,22.0,L5,L3,0.0,0.0,0.004,0.055999999999999994,0.006,0.003,0.0,0.001,0.001,0.9279999999999999,L3,L3,L3
0.0,83.0,47.0,97.0,100.0,100.0,96.0,68.0,72.0,35.0,56.0,0.0,52.0,27.0,86.0,43.0,L7,L7,0.001,0.049,0.036000000000000004,0.001,0.0,0.0,0.01,0.0,0.845,0.057999999999999996,L8,L1,L2
35.0,76.0,55.0,100.0,72.0,70.0,43.0,33.0,0.0,9.0,15.0,13.0,64.0,0.0,100.0,13.0,L2,L2,0.004,0.965,0.002,0.0,0.005,0.0,0.008,0.0,0.015,0.0,L2,L2,L2
20.0,80.0,54.0,100.0,83.0,84.0,58.0,63.0,100.0,49.0,87.0,17.0,45.0,0.0,0.0,14.0,L3,L3,0.0,0.001,0.005,0.009000000000000001,0.001,0.001,0.0,0.0,0.013999999999999999,0.968,L3,L3,L3
47.0,85.0,12.0,75.0,0.0,34.0,26.0,0.0,74.0,8.0,100.0,44.0,92.0,85.0,47.0,100.0,L0,L0,0.009000000000000001,0.0,0.0,0.004,0.009000000000000001,0.9620000000000001,0.006999999999999999,0.0,0.009000000000000001,0.0,L0,L0,L0
76.0,87.0,38.0,100.0,45.0,64.0,51.0,23.0,15.0,0.0,0.0,25.0,51.0,42.0,100.0,62.0,L8,L8,0.49,0.414,0.0,0.0,0.027999999999999997,0.0,0.045,0.0,0.023,0.0,L8,L2,L8
21.0,100.0,21.0,83.0,0.0,55.0,29.0,41.0,85.0,45.0,100.0,55.0,86.0,28.0,86.0,0.0,L4,L4,0.0,0.006999999999999999,0.0,0.971,0.004,0.01,0.001,0.002,0.0,0.005,L4,L4,L4
0.0,96.0,64.0,100.0,96.0,70.0,81.0,33.0,52.0,0.0,19.0,19.0,35.0,49.0,100.0,56.0,L7,L7,0.009000000000000001,0.033,0.002,0.0,0.0,0.0,0.052000000000000005,0.0,0.902,0.0,L8,L7,L7
5.0,78.0,41.0,100.0,63.0,74.0,45.0,41.0,14.0,13.0,0.0,11.0,51.0,7.0,100.0,0.0,L2,L2,0.001,0.9440000000000001,0.013999999999999999,0.003,0.002,0.0,0.013999999999999999,0.0,0.017,0.006,L2,L2,L2
31.0,87.0,80.0,100.0,45.0,88.0,27.0,63.0,75.0,45.0,100.0,20.0,56.0,2.0,0.0,0.0,L5,L3,0.0,0.001,0.008,0.075,0.02,0.001,0.0,0.01,0.006,0.878,L3,L3,L3
0.0,73.0,21.0,92.0,57.0,100.0,79.0,84.0,74.0,61.0,68.0,38.0,71.0,15.0,100.0,0.0,L2,L1,0.001,0.18100000000000002,0.6659999999999999,0.13,0.0,0.0,0.009000000000000001,0.003,0.001,0.008,L1,L1,L1
10.0,67.0,42.0,100.0,43.0,97.0,45.0,58.0,48.0,19.0,0.0,0.0,42.0,3.0,100.0,2.0,L1,L1,0.0,0.023,0.9490000000000001,0.004,0.0,0.0,0.005,0.001,0.015,0.003,L2,L1,L1
9.0,98.0,61.0,100.0,69.0,65.0,54.0,30.0,33.0,0.0,0.0,32.0,19.0,37.0,100.0,43.0,L7,L7,0.02,0.29,0.002,0.001,0.01,0.0,0.204,0.0,0.473,0.0,L8,L7,L7
11.0,90.0,0.0,41.0,31.0,0.0,82.0,0.0,100.0,46.0,77.0,92.0,30.0,100.0,3.0,58.0,L0,L0,0.004,0.0,0.0,0.004,0.002,0.937,0.036000000000000004,0.0,0.017,0.0,L0,L0,L0
45.0,84.0,68.0,100.0,77.0,73.0,53.0,45.0,100.0,35.0,86.0,11.0,37.0,0.0,0.0,16.0,L3,L3,0.0,0.003,0.001,0.009000000000000001,0.008,0.001,0.0,0.001,0.051,0.9259999999999999,L3,L3,L3
7.0,72.0,0.0,57.0,52.0,77.0,100.0,100.0,93.0,84.0,67.0,56.0,41.0,28.0,22.0,0.0,L1,L3,0.0,0.002,0.354,0.273,0.0,0.003,0.009000000000000001,0.001,0.0,0.358,L1,L1,L1
16.0,65.0,29.0,100.0,59.0,83.0,38.0,41.0,0.0,12.0,8.0,16.0,55.0,0.0,100.0,7.0,L2,L2,0.003,0.961,0.006999999999999999,0.001,0.003,0.0,0.015,0.0,0.01,0.0,L2,L2,L2
0.0,43.0,32.0,58.0,67.0,79.0,100.0,100.0,89.0,76.0,76.0,51.0,63.0,25.0,59.0,0.0,L1,L1,0.001,0.004,0.965,0.006,0.0,0.001,0.012,0.006999999999999999,0.001,0.003,L1,L1,L1
40.0,81.0,77.0,100.0,100.0,86.0,78.0,59.0,97.0,36.0,93.0,10.0,47.0,0.0,0.0,10.0,L3,L3,0.0,0.004,0.001,0.001,0.002,0.0,0.0,0.004,0.129,0.86,L3,L3,L3
89.0,91.0,34.0,100.0,39.0,66.0,74.0,31.0,49.0,0.0,0.0,19.0,46.0,49.0,100.0,76.0,L8,L8,0.889,0.047,0.0,0.0,0.005,0.001,0.026000000000000002,0.002,0.031,0.0,L8,L8,L8
9.0,100.0,7.0,97.0,0.0,66.0,100.0,58.0,78.0,84.0,46.0,74.0,39.0,37.0,39.0,0.0,L4,L4,0.002,0.003,0.013999999999999999,0.912,0.0,0.013000000000000001,0.001,0.047,0.0,0.006999999999999999,L4,L4,L4
1.0,73.0,49.0,100.0,55.0,92.0,51.0,56.0,46.0,20.0,0.0,2.0,30.0,1.0,100.0,0.0,L1,L1,0.0,0.042,0.91,0.008,0.0,0.0,0.006,0.0,0.019,0.013999999999999999,L1,L1,L1
10.0,81.0,44.0,100.0,57.0,74.0,32.0,42.0,0.0,16.0,16.0,5.0,58.0,4.0,100.0,0.0,L2,L2,0.001,0.9640000000000001,0.002,0.001,0.005,0.0,0.01,0.0,0.013999999999999999,0.002,L2,L2,L2
42.0,86.0,24.0,44.0,36.0,0.0,82.0,3.0,100.0,48.0,86.0,92.0,34.0,100.0,0.0,63.0,L0,L0,0.013000000000000001,0.0,0.0,0.009000000000000001,0.003,0.9520000000000001,0.016,0.0,0.006,0.0,L0,L0,L0
18.0,84.0,6.0,71.0,67.0,37.0,38.0,0.0,0.0,27.0,51.0,64.0,100.0,100.0,17.0,79.0,L8,L5,0.022000000000000002,0.002,0.0,0.0,0.013999999999999999,0.257,0.644,0.0,0.06,0.0,L8,L5,L8
0.0,88.0,28.0,100.0,71.0,96.0,63.0,66.0,36.0,39.0,23.0,9.0,64.0,0.0,100.0,2.0,L2,L2,0.0,0.889,0.019,0.012,0.0,0.0,0.004,0.0,0.009000000000000001,0.067,L2,L1,L2
15.0,65.0,44.0,92.0,55.0,100.0,54.0,62.0,45.0,25.0,0.0,0.0,36.0,1.0,100.0,5.0,L1,L1,0.001,0.028999999999999998,0.9470000000000001,0.001,0.0,0.0,0.003,0.002,0.016,0.001,L1,L1,L1
16.0,86.0,46.0,100.0,48.0,64.0,32.0,31.0,0.0,3.0,1.0,6.0,51.0,5.0,100.0,0.0,L2,L2,0.002,0.9329999999999999,0.001,0.001,0.02,0.0,0.02,0.0,0.021,0.002,L2,L2,L2
21.0,76.0,39.0,100.0,45.0,67.0,27.0,29.0,0.0,0.0,25.0,2.0,63.0,1.0,100.0,2.0,L2,L2,0.002,0.937,0.001,0.001,0.024,0.0,0.013999999999999999,0.0,0.021,0.002,L2,L2,L2
16.0,75.0,0.0,30.0,27.0,0.0,71.0,13.0,100.0,49.0,96.0,95.0,52.0,100.0,24.0,65.0,L0,L0,0.013000000000000001,0.0,0.0,0.013000000000000001,0.001,0.941,0.027999999999999997,0.0,0.005,0.0,L0,L0,L0
0.0,91.0,40.0,58.0,62.0,22.0,22.0,0.0,22.0,35.0,69.0,67.0,100.0,100.0,18.0,91.0,L8,L0,0.005,0.0,0.0,0.0,0.003,0.731,0.212,0.0,0.048,0.0,L8,L0,L0
0.0,86.0,47.0,100.0,91.0,88.0,56.0,62.0,58.0,40.0,100.0,19.0,59.0,4.0,8.0,0.0,L3,L3,0.0,0.006,0.001,0.003,0.002,0.0,0.0,0.0,0.013999999999999999,0.9740000000000001,L1,L3,L3
100.0,96.0,98.0,100.0,82.0,83.0,68.0,66.0,52.0,49.0,32.0,33.0,20.0,16.0,0.0,0.0,L1,L9,0.013000000000000001,0.079,0.008,0.004,0.26,0.0,0.0,0.556,0.063,0.017,L3,L5,L5
23.0,90.0,55.0,100.0,54.0,66.0,26.0,40.0,0.0,31.0,32.0,19.0,65.0,2.0,100.0,0.0,L2,L2,0.003,0.976,0.001,0.001,0.006,0.0,0.008,0.0,0.005,0.0,L2,L2,L2
29.0,100.0,0.0,68.0,9.0,23.0,47.0,0.0,90.0,10.0,100.0,54.0,73.0,91.0,30.0,97.0,L0,L0,0.004,0.0,0.0,0.003,0.006,0.972,0.006999999999999999,0.0,0.009000000000000001,0.0,L0,L0,L0
0.0,52.0,44.0,70.0,69.0,100.0,69.0,72.0,51.0,41.0,20.0,11.0,9.0,1.0,100.0,0.0,L1,L1,0.0,0.017,0.9590000000000001,0.004,0.0,0.0,0.006,0.001,0.01,0.002,L1,L1,L1
100.0,84.0,42.0,100.0,0.0,72.0,39.0,36.0,75.0,0.0,32.0,16.0,63.0,55.0,69.0,91.0,L8,L8,0.584,0.0,0.0,0.0,0.021,0.259,0.0,0.081,0.055,0.0,L8,L8,L8
23.0,66.0,31.0,100.0,61.0,84.0,48.0,46.0,20.0,13.0,0.0,0.0,50.0,2.0,100.0,2.0,L2,L2,0.002,0.867,0.099,0.001,0.001,0.0,0.006999999999999999,0.0,0.023,0.002,L2,L1,L1
16.0,59.0,30.0,100.0,55.0,87.0,34.0,45.0,0.0,12.0,2.0,0.0,51.0,4.0,100.0,7.0,L2,L2,0.002,0.872,0.091,0.0,0.002,0.0,0.011000000000000001,0.0,0.021,0.0,L2,L2,L2
100.0,100.0,53.0,88.0,20.0,61.0,0.0,31.0,16.0,1.0,67.0,0.0,56.0,27.0,3.0,32.0,L6,L6,0.005,0.018000000000000002,0.0,0.0,0.963,0.001,0.001,0.0,0.012,0.0,L6,L6,L6
5.0,75.0,38.0,100.0,58.0,76.0,35.0,41.0,4.0,11.0,0.0,0.0,49.0,7.0,100.0,3.0,L2,L2,0.001,0.94,0.011000000000000001,0.001,0.005,0.0,0.015,0.0,0.024,0.004,L2,L2,L2
38.0,100.0,24.0,68.0,0.0,35.0,71.0,40.0,100.0,60.0,96.0,50.0,95.0,15.0,100.0,0.0,L4,L4,0.003,0.016,0.0,0.836,0.0,0.013000000000000001,0.0,0.111,0.0,0.02,L4,L4,L4
86.0,100.0,46.0,81.0,18.0,61.0,0.0,40.0,0.0,19.0,32.0,0.0,100.0,3.0,46.0,10.0,L6,L6,0.001,0.085,0.0,0.0,0.9059999999999999,0.0,0.0,0.001,0.006,0.001,L8,L6,L6
36.0,96.0,29.0,73.0,71.0,46.0,47.0,0.0,0.0,7.0,15.0,60.0,41.0,99.0,100.0,100.0,L5,L5,0.34,0.175,0.0,0.001,0.005,0.002,0.45399999999999996,0.0,0.022000000000000002,0.0,L8,L5,L5
100.0,98.0,61.0,100.0,41.0,90.0,28.0,61.0,59.0,61.0,57.0,40.0,29.0,19.0,0.0,0.0,L5,L6,0.006999999999999999,0.071,0.002,0.022000000000000002,0.537,0.0,0.0,0.354,0.004,0.003,L3,L5,L5
0.0,58.0,40.0,79.0,83.0,100.0,100.0,92.0,87.0,69.0,73.0,46.0,63.0,22.0,80.0,0.0,L1,L1,0.001,0.022000000000000002,0.95,0.006,0.0,0.0,0.008,0.011000000000000001,0.001,0.001,L1,L1,L1
0.0,93.0,43.0,99.0,92.0,100.0,68.0,52.0,64.0,0.0,47.0,0.0,40.0,36.0,100.0,42.0,L7,L7,0.001,0.024,0.021,0.001,0.0,0.0,0.018000000000000002,0.0,0.92,0.015,L8,L1,L2
100.0,100.0,59.0,85.0,89.0,80.0,84.0,60.0,82.0,36.0,92.0,13.0,52.0,1.0,0.0,0.0,L9,L3,0.001,0.032,0.001,0.006,0.099,0.001,0.0,0.09699999999999999,0.078,0.6859999999999999,L3,L3,L3
21.0,95.0,58.0,100.0,68.0,68.0,48.0,33.0,23.0,0.0,0.0,31.0,42.0,41.0,100.0,44.0,L7,L2,0.033,0.609,0.0,0.0,0.015,0.0,0.11800000000000001,0.0,0.22399999999999998,0.0,L8,L2,L2
16.0,97.0,76.0,100.0,80.0,61.0,56.0,22.0,34.0,0.0,0.0,37.0,37.0,45.0,100.0,42.0,L7,L7,0.028999999999999998,0.336,0.001,0.0,0.006999999999999999,0.0,0.127,0.0,0.5,0.0,L8,L2,L7
23.0,96.0,79.0,100.0,100.0,86.0,74.0,66.0,72.0,44.0,88.0,23.0,53.0,6.0,0.0,0.0,L3,L3,0.0,0.013000000000000001,0.001,0.003,0.003,0.0,0.0,0.001,0.045,0.935,L3,L3,L3
22.0,83.0,0.0,55.0,48.0,40.0,45.0,0.0,15.0,25.0,15.0,72.0,52.0,100.0,100.0,85.0,L5,L5,0.076,0.027000000000000003,0.001,0.006,0.001,0.018000000000000002,0.865,0.0,0.006,0.0,L5,L5,L5
32.0,82.0,4.0,56.0,43.0,25.0,36.0,0.0,18.0,37.0,0.0,73.0,32.0,99.0,100.0,100.0,L5,L5,0.107,0.013999999999999999,0.001,0.009000000000000001,0.001,0.022000000000000002,0.8420000000000001,0.0,0.004,0.0,L5,L5,L5
0.0,98.0,66.0,100.0,64.0,66.0,32.0,34.0,2.0,0.0,47.0,20.0,100.0,47.0,28.0,50.0,L7,L6,0.001,0.067,0.0,0.0,0.45799999999999996,0.001,0.031,0.0,0.428,0.013000000000000001,L8,L2,L8
19.0,70.0,0.0,86.0,46.0,100.0,94.0,92.0,100.0,68.0,83.0,44.0,59.0,22.0,41.0,0.0,L9,L4,0.0,0.002,0.11599999999999999,0.635,0.0,0.017,0.002,0.037000000000000005,0.0,0.191,L1,L1,L3
18.0,96.0,4.0,70.0,0.0,99.0,62.0,100.0,100.0,97.0,82.0,62.0,72.0,25.0,64.0,0.0,L7,L4,0.0,0.0,0.05,0.848,0.0,0.048,0.002,0.025,0.0,0.027000000000000003,L1,L4,L4
25.0,76.0,75.0,100.0,17.0,68.0,61.0,54.0,89.0,90.0,100.0,44.0,87.0,10.0,0.0,0.0,L9,L9,0.001,0.0,0.066,0.045,0.0,0.022000000000000002,0.0,0.851,0.001,0.013999999999999999,L3,L9,L9
24.0,100.0,0.0,81.0,3.0,55.0,65.0,52.0,100.0,72.0,66.0,52.0,34.0,27.0,24.0,0.0,L4,L4,0.0,0.001,0.013000000000000001,0.894,0.001,0.016,0.002,0.005,0.0,0.068,L4,L4,L4
43.0,100.0,17.0,84.0,0.0,62.0,29.0,43.0,84.0,47.0,100.0,43.0,71.0,22.0,49.0,0.0,L4,L4,0.0,0.017,0.0,0.935,0.03,0.003,0.0,0.002,0.0,0.012,L4,L4,L4
0.0,99.0,75.0,100.0,83.0,71.0,52.0,36.0,27.0,0.0,6.0,3.0,22.0,30.0,100.0,34.0,L7,L7,0.003,0.128,0.003,0.0,0.005,0.0,0.033,0.0,0.8270000000000001,0.001,L8,L7,L7
